wordform,sum_freq,norm_freq,log_freq,sqrt_freq_raw,sqrt_freq,bcLambda_0.0,bcLambda_0.1,bcLambda_0.2,bcLambda_0.3,bcLambda_0.4,bcLambda_0.5,bcLambda_0.6,bcLambda_0.7,bcLambda_0.8,bcLambda_0.9,bcLambda_1.0,Moby_pron,Rep_P,Rep_O
barbed,1340,2.977777778,0.126319629,36.60601044,9.26E-05,0.000232597,0.00021413,0.000187592,0.000154429,0.000118326,8.39E-05,5.51E-05,3.35E-05,1.90E-05,1.02E-05,5.15E-06,b/A/rbd,_/_/b/a/r/b/d/,_/_/b/a/r/b/e/d/
bard,887,1.971111111,0.099624588,29.78254522,7.53E-05,0.000219269,0.000197268,0.000168121,0.000134107,9.93E-05,6.79E-05,4.28E-05,2.51E-05,1.37E-05,7.01E-06,3.41E-06,b/A/rd,_/_/b/a/r/d/_/,_/_/b/a/r/d/_/_/
bare,10665,23.7,0.293384048,103.2714869,0.000261143,0.000299604,0.000310297,0.000313988,0.000305104,0.000280377,0.000241108,0.000193061,0.000143963,0.000100376,6.59E-05,4.10E-05,b/@/r,_/_/b/E/r/_/_/,_/_/b/a/r/e/_/_/
barf,119,0.264444444,0.05,10.90871211,2.76E-05,0.000154381,0.000124415,9.32E-05,6.43E-05,4.06E-05,2.34E-05,1.23E-05,5.98E-06,2.69E-06,1.14E-06,4.54E-07,b/&/f,_/_/b/@/r/f/_/,_/_/b/a/r/f/_/_/
barge,1353,3.006666667,0.126981666,36.78314832,9.30E-05,0.000232909,0.000214533,0.000188067,0.000154935,0.000118811,8.44E-05,5.54E-05,3.38E-05,1.92E-05,1.03E-05,5.20E-06,b/A/r/dZ/,_/_/b/a/r/J/_/,_/_/b/a/r/g/e/_/
bark,4102,9.115555556,0.211710062,64.04685785,0.000161956,0.000268738,0.000263517,0.000249239,0.000224048,0.000189084,0.000148635,0.000108498,7.36E-05,4.67E-05,2.79E-05,1.58E-05,b/A/rk,_/_/b/a/r/k/_/,_/_/b/a/r/k/_/_/
barn,6802,15.11555556,0.254316998,82.4742384,0.000208553,0.000285075,0.00028772,0.000281968,0.000264054,0.000233056,0.000192078,0.000147226,0.000105022,7.00E-05,4.39E-05,2.62E-05,b/A/rn,_/_/b/a/r/n/_/,_/_/b/a/r/n/_/_/
baron,2720,6.044444444,0.178606488,52.15361924,0.000131881,0.000255467,0.000244736,0.000224985,0.000195734,0.000159363,0.000120596,8.46E-05,5.52E-05,3.36E-05,1.92E-05,1.05E-05,bAr/O/N,_/b/r/a/_/_/_/,_/_/b/a/r/o/n/_/
barque,32,0.071111111,0.05,5.656854249,1.43E-05,0.000111955,8.41E-05,5.82E-05,3.68E-05,2.11E-05,1.10E-05,5.20E-06,2.25E-06,9.03E-07,3.38E-07,1.19E-07,b/A/rk,_/_/b/a/r/k/_/,_/_/b/a/r/q/u/e/
barred,2813,6.251111111,0.181251903,53.03772242,0.000134117,0.000256553,0.000246244,0.000226895,0.000197922,0.000161616,0.00012268,8.64E-05,5.65E-05,3.45E-05,1.98E-05,1.08E-05,b/A/rd,_/_/b/a/r/d/_/,_/_/b/a/r/r/e/d/
base,42456,94.34666667,0.416958379,206.048538,0.000521036,0.000344231,0.00038635,0.000432447,0.000472123,0.000492421,0.000483407,0.000443223,0.000379003,0.000303239,0.000228427,0.000163249,b/eI/s,_/_/b/e/s/_/_/,_/_/b/a/s/e/_/_/
bash,1192,2.648888889,0.118424158,34.525353,8.73E-05,0.000228816,0.000209276,0.000181904,0.000148406,0.000112592,7.90E-05,5.13E-05,3.09E-05,1.73E-05,9.15E-06,4.58E-06,b/&/S/,_/_/b/@/S/_/_/,_/_/b/a/s/h/_/_/
bask,439,0.975555556,0.06228958,20.95232684,5.30E-05,0.000196549,0.000170079,0.000138417,0.000104767,7.32E-05,4.70E-05,2.78E-05,1.52E-05,7.76E-06,3.72E-06,1.68E-06,b/&/sk,_/_/b/@/s/k/_/,_/_/b/a/s/k/_/_/
basque,910,2.022222222,0.101185044,30.16620626,7.63E-05,0.000220096,0.000198294,0.000169283,0.000135296,0.000100348,6.88E-05,4.35E-05,2.55E-05,1.40E-05,7.18E-06,3.50E-06,b/&/sk,_/_/b/@/s/k/_/,_/_/b/a/s/q/u/e/
bass,8751,19.44666667,0.276094335,93.54677974,0.000236552,0.000293214,0.000300243,0.00029955,0.000286366,0.000258514,0.000218181,0.000171373,0.00012532,8.57E-05,5.51E-05,3.36E-05,b/&/s,_/_/b/@/s/_/_/,_/_/b/a/s/s/_/_/
bast,22,0.048888889,0.05,4.69041576,1.19E-05,9.99E-05,7.35E-05,4.98E-05,3.08E-05,1.72E-05,8.70E-06,4.00E-06,1.68E-06,6.53E-07,2.37E-07,8.07E-08,b/&/st,_/_/b/@/s/t/_/,_/_/b/a/s/t/_/_/
baste,271,0.602222222,0.05,16.46207763,4.16E-05,0.000180967,0.000152506,0.000120331,8.79E-05,5.91E-05,3.65E-05,2.07E-05,1.08E-05,5.26E-06,2.40E-06,1.04E-06,b/eI/st,_/_/b/e/s/t/_/,_/_/b/a/s/t/e/_/
bat,6641,14.75777778,0.252263008,81.49233093,0.00020607,0.000284302,0.000286546,0.000280342,0.000262019,0.000230766,0.000189763,0.000145114,0.000103272,6.87E-05,4.30E-05,2.55E-05,b/&/t,_/_/b/@/t/_/_/,_/_/b/a/t/_/_/_/
batch,2597,5.771111111,0.174985933,50.96076922,0.000128865,0.000253972,0.000242669,0.000222375,0.000192758,0.000156311,0.000117784,8.23E-05,5.34E-05,3.24E-05,1.85E-05,9.98E-06,b/&/tS/,_/_/b/@/C/_/_/,_/_/b/a/t/c/h/_/
bath,6435,14.3,0.249565828,80.21845174,0.000202849,0.000283284,0.000285006,0.000278215,0.000259364,0.000227788,0.00018676,0.000142382,0.000101014,6.70E-05,4.18E-05,2.47E-05,b/&/T/,_/_/b/@/T/_/_/,_/_/b/a/t/h/_/_/
bathe,1004,2.231111111,0.107299524,31.68595904,8.01E-05,0.000223272,0.000202259,0.000173801,0.000139948,0.000104655,7.23E-05,4.62E-05,2.74E-05,1.51E-05,7.84E-06,3.86E-06,b/eI/D/,_/_/b/e/D/_/_/,_/_/b/a/t/h/e/_/
baths,1826,4.057777778,0.148295406,42.73172124,0.000108056,0.000242594,0.000227242,0.000203287,0.00017141,0.000134845,9.84E-05,6.65E-05,4.17E-05,2.44E-05,1.34E-05,7.02E-06,b/&/D/z,_/_/b/@/T/z/_/,_/_/b/a/t/h/s/_/
bats,3398,7.551111111,0.196338872,58.29236657,0.000147404,0.000262656,0.000254814,0.000237876,0.000210638,0.000174855,0.000135068,9.68E-05,6.45E-05,4.02E-05,2.35E-05,1.31E-05,b/&/ts,_/_/b/@/t/s/_/,_/_/b/a/t/s/_/_/
batt,99,0.22,0.05,9.949874371,2.52E-05,0.000148437,0.000118445,8.78E-05,5.98E-05,3.72E-05,2.11E-05,1.10E-05,5.23E-06,2.32E-06,9.61E-07,3.77E-07,b/&/t,_/_/b/@/t/_/_/,_/_/b/a/t/t/_/_/
baud,67,0.148888889,0.05,8.185352772,2.07E-05,0.000135825,0.000106134,7.68E-05,5.09E-05,3.08E-05,1.69E-05,8.51E-06,3.93E-06,1.68E-06,6.72E-07,2.54E-07,b/O/d,_/_/b/a/d/_/_/,_/_/b/a/u/d/_/_/
bawd,30,0.066666667,0.05,5.477225575,1.39E-05,0.00010987,8.23E-05,5.67E-05,3.57E-05,2.04E-05,1.06E-05,4.97E-06,2.14E-06,8.54E-07,3.18E-07,1.12E-07,b/O/d,_/_/b/a/d/_/_/,_/_/b/a/w/d/_/_/
bawl,95,0.211111111,0.05,9.746794345,2.46E-05,0.000147105,0.000117121,8.66E-05,5.88E-05,3.65E-05,2.06E-05,1.07E-05,5.08E-06,2.24E-06,9.25E-07,3.61E-07,b/O/l,_/_/b/a/l/_/_/,_/_/b/a/w/l/_/_/
bay,36297,80.66,0.402781847,190.5177157,0.000481763,0.000339168,0.000377184,0.000417304,0.000449513,0.00046207,0.000446793,0.000403376,0.000339598,0.000267497,0.000198373,0.000139566,b/eI/,_/_/b/e/_/_/_/,_/_/b/a/y/_/_/_/
be,2118716,4708.257778,0.773740232,1000,0.002528707,0.00047054,0.000668366,0.001014343,0.001570714,0.002379411,0.003429212,0.004636175,0.005855582,0.006924272,0.007710759,0.008146936,b/i/,_/_/b/i/_/_/_/,_/_/b/e/_/_/_/_/
beach,34003,75.56222222,0.396884483,184.3990239,0.000466291,0.000337059,0.000373408,0.000411135,0.000440405,0.000449978,0.000432368,0.000387852,0.000324418,0.000253881,0.000187052,0.000130745,b/i/tS/,_/_/b/i/C/_/_/,_/_/b/e/a/c/h/_/
bead,1320,2.933333333,0.125291663,36.33180425,9.19E-05,0.000232111,0.000213503,0.000186854,0.000153643,0.000117574,8.33E-05,5.46E-05,3.32E-05,1.88E-05,1.00E-05,5.07E-06,b/i/d,_/_/b/i/d/_/_/,_/_/b/e/a/d/_/_/
beak,1095,2.433333333,0.112853352,33.09078422,8.37E-05,0.000226075,0.000205791,0.000177862,0.000144169,0.000108599,7.57E-05,4.87E-05,2.91E-05,1.62E-05,8.48E-06,4.21E-06,b/i/k,_/_/b/i/k/_/_/,_/_/b/e/a/k/_/_/
beaked,86,0.191111111,0.05,9.273618495,2.35E-05,0.00014389,0.000113951,8.37E-05,5.65E-05,3.48E-05,1.95E-05,1.00E-05,4.72E-06,2.06E-06,8.45E-07,3.27E-07,b/i/kt,_/_/b/i/k/t/_/,_/_/b/e/a/k/e/d/
beam,6127,13.61555556,0.245378749,78.2751557,0.000197935,0.000281699,0.000282618,0.00027493,0.000255282,0.000223226,0.000182178,0.000138232,9.76E-05,6.44E-05,4.00E-05,2.36E-05,b/i/m,_/_/b/i/m/_/_/,_/_/b/e/a/m/_/_/
bean,5834,12.96444444,0.241209458,76.38062582,0.000193144,0.000280116,0.000280244,0.000271681,0.000251263,0.000218756,0.000177712,0.000134205,9.43E-05,6.19E-05,3.83E-05,2.24E-05,b/i/n,_/_/b/i/n/_/_/,_/_/b/e/a/n/_/_/
bear,27053,60.11777778,0.376272144,164.477962,0.000415917,0.000329673,0.000360377,0.000390154,0.000409873,0.000410034,0.000385403,0.000338036,0.000276403,0.000211431,0.000152259,0.000104021,b/@/r,_/_/b/E/r/_/_/,_/_/b/e/a/r/_/_/
beard,5819,12.93111111,0.240990814,76.28237018,0.000192896,0.000280033,0.000280119,0.000271511,0.000251053,0.000218524,0.00017748,0.000133997,9.41E-05,6.18E-05,3.82E-05,2.24E-05,b/i/rd,_/_/b/i/r/d/_/,_/_/b/e/a/r/d/_/
beast,5284,11.74222222,0.232829765,72.69112738,0.000183815,0.000276918,0.000275482,0.000265212,0.000243319,0.000209988,0.000169014,0.000126421,8.80E-05,5.72E-05,3.50E-05,2.03E-05,b/i/st,_/_/b/i/s/t/_/,_/_/b/e/a/s/t/_/
beat,40519,90.04222222,0.412732,201.2933183,0.000509012,0.000342722,0.000383604,0.000427885,0.000465275,0.000483179,0.000472197,0.000430957,0.000366807,0.000292117,0.000219025,0.000155801,b/i/t,_/_/b/i/t/_/_/,_/_/b/e/a/t/_/_/
beau,1459,3.242222222,0.132208156,38.19685851,9.66E-05,0.000235346,0.000217695,0.000191811,0.000158941,0.000122665,8.77E-05,5.80E-05,3.56E-05,2.04E-05,1.10E-05,5.61E-06,b/oU/,_/_/b/o/_/_/_/,_/_/b/e/a/u/_/_/
beaus,43,0.095555556,0.05,6.557438524,1.66E-05,0.000121499,9.27E-05,6.53E-05,4.21E-05,2.46E-05,1.31E-05,6.35E-06,2.82E-06,1.16E-06,4.45E-07,1.61E-07,b/oU/z,_/_/b/o/z/_/_/,_/_/b/e/a/u/s/_/
beaut,51,0.113333333,0.05,7.141428429,1.81E-05,0.000127011,9.78E-05,6.96E-05,4.53E-05,2.69E-05,1.45E-05,7.11E-06,3.21E-06,1.34E-06,5.22E-07,1.92E-07,b/j/u/t,_/_/b/W/t/_/_/,_/_/b/e/a/u/t/_/
beaux,119,0.264444444,0.05,10.90871211,2.76E-05,0.000154381,0.000124415,9.32E-05,6.43E-05,4.06E-05,2.34E-05,1.23E-05,5.98E-06,2.69E-06,1.14E-06,4.54E-07,b/oU/z,_/_/b/o/z/_/_/,_/_/b/e/a/u/x/_/
beck,194,0.431111111,0.05,13.92838828,3.52E-05,0.000170169,0.000140818,0.000108784,7.76E-05,5.08E-05,3.05E-05,1.68E-05,8.51E-06,4.01E-06,1.77E-06,7.42E-07,b/E/k,_/_/b/E/k/_/_/,_/_/b/e/c/k/_/_/
bed,60817,135.1488889,0.449549125,246.6110298,0.000623607,0.000355841,0.000407918,0.000469016,0.000528165,0.000569641,0.000579034,0.000550066,0.000487482,0.000404273,0.00031567,0.000233851,b/E/d,_/_/b/E/d/_/_/,_/_/b/e/d/_/_/_/
beds,8006,17.79111111,0.268369461,89.47625383,0.000226259,0.00029034,0.000295784,0.000293239,0.000278293,0.000249229,0.000208585,0.000162426,0.000117739,7.98E-05,5.09E-05,3.08E-05,b/E/dz,_/_/b/E/d/z/_/,_/_/b/e/d/s/_/_/
bee,3642,8.093333333,0.201963584,60.34898508,0.000152605,0.000264896,0.000258,0.000242011,0.000215489,0.000179971,0.000139917,0.000100974,6.77E-05,4.25E-05,2.50E-05,1.40E-05,b/i/,_/_/b/i/_/_/_/,_/_/b/e/e/_/_/_/
beech,634,1.408888889,0.080433111,25.17935662,6.37E-05,0.000208422,0.000184048,0.000153418,0.000119326,8.59E-05,5.70E-05,3.49E-05,1.98E-05,1.04E-05,5.18E-06,2.43E-06,b/i/tS/,_/_/b/i/C/_/_/,_/_/b/e/e/c/h/_/
beef,9843,21.87333333,0.286354888,99.21189445,0.000250878,0.000297013,0.000306196,0.000308065,0.000297372,0.000271303,0.000231537,0.000183956,0.000136091,9.41E-05,6.13E-05,3.78E-05,b/i/f,_/_/b/i/f/_/_/,_/_/b/e/e/f/_/_/
been,900765,2001.7,0.695514868,949.0864028,0.002399961,0.00044291,0.00059693,0.000845698,0.001210676,0.001687954,0.002235138,0.002774831,0.003217614,0.003493023,0.003570927,0.00346364,b/I/n,_/_/b/E/n/_/_/,_/_/b/e/e/n/_/_/
beep,975,2.166666667,0.105456355,31.22498999,7.90E-05,0.000222325,0.000201073,0.000172444,0.000138546,0.000103353,7.13E-05,4.54E-05,2.68E-05,1.48E-05,7.64E-06,3.75E-06,b/i/p,_/_/b/i/p/_/_/,_/_/b/e/e/p/_/_/
beer,19829,44.06444444,0.348394903,140.8154821,0.000356081,0.000319638,0.000343142,0.000363143,0.00037161,0.000361299,0.000329619,0.000280426,0.000222341,0.000164893,0.000115118,7.62E-05,b/i/r,_/_/b/i/r/_/_/,_/_/b/e/e/r/_/_/
beers,2765,6.144444444,0.179896082,52.5832673,0.000132968,0.000255997,0.000245472,0.000225916,0.000196799,0.000160459,0.000121609,8.55E-05,5.58E-05,3.40E-05,1.95E-05,1.06E-05,b/i/rz,_/_/b/i/r/z/_/,_/_/b/e/e/r/s/_/
beet,754,1.675555556,0.09003857,27.45906044,6.94E-05,0.000214022,0.000190817,0.000160885,0.00012677,9.26E-05,6.24E-05,3.88E-05,2.23E-05,1.20E-05,6.06E-06,2.90E-06,b/i/t,_/_/b/i/t/_/_/,_/_/b/e/e/t/_/_/
beg,3225,7.166666667,0.192130387,56.78908346,0.000143603,0.000260968,0.000252428,0.000234797,0.000207049,0.000171093,0.000131524,9.38E-05,6.22E-05,3.85E-05,2.24E-05,1.24E-05,b/E/g,_/_/b/E/g/_/_/,_/_/b/e/g/_/_/_/
beige,1512,3.36,0.134713539,38.88444419,9.83E-05,0.000236498,0.000219199,0.000193602,0.000160869,0.00012453,8.93E-05,5.93E-05,3.65E-05,2.10E-05,1.13E-05,5.81E-06,b/eI/Z/,_/_/b/e/B/_/_/,_/_/b/e/i/g/e/_/
belch,209,0.464444444,0.05,14.45683229,3.66E-05,0.000172575,0.000143388,0.00011129,7.98E-05,5.26E-05,3.17E-05,1.76E-05,8.97E-06,4.26E-06,1.90E-06,8.00E-07,b/E/l/tS/,_/_/b/E/l/C/_/,_/_/b/e/l/c/h/_/
bell,9238,20.52888889,0.280812906,96.11451503,0.000243045,0.000294964,0.000302976,0.000303447,0.000291387,0.000264329,0.000224235,0.000177058,0.00013017,8.95E-05,5.79E-05,3.55E-05,b/E/l,_/_/b/E/l/_/_/,_/_/b/e/l/l/_/_/
belle,401,0.891111111,0.058292917,20.02498439,5.06E-05,0.000193624,0.000166716,0.000134889,0.00010142,7.03E-05,4.49E-05,2.63E-05,1.43E-05,7.22E-06,3.42E-06,1.54E-06,b/E/l,_/_/b/E/l/_/_/,_/_/b/e/l/l/e/_/
belt,12908,28.68444444,0.310201366,113.6133795,0.000287295,0.00030577,0.00032019,0.000328473,0.000324272,0.000303181,0.000265489,0.000216578,0.000164574,0.000116945,7.82E-05,4.96E-05,b/E/lt,_/_/b/E/l/t/_/,_/_/b/e/l/t/_/_/
bench,11316,25.14666667,0.298591406,106.3766892,0.000268995,0.000301518,0.000313348,0.000318425,0.000310937,0.000287271,0.000248428,0.000200075,0.000150068,0.000105251,6.95E-05,4.35E-05,b/E/n/tS/,_/_/b/E/n/C/_/,_/_/b/e/n/c/h/_/
bend,7952,17.67111111,0.267783345,89.17398724,0.000225495,0.000290121,0.000295447,0.000292764,0.000277688,0.000248536,0.000207872,0.000161765,0.000117182,7.94E-05,5.06E-05,3.06E-05,b/E/nd,_/_/b/E/n/d/_/,_/_/b/e/n/d/_/_/
bent,11461,25.46888889,0.299711981,107.0560601,0.000270713,0.000301929,0.000314006,0.000319385,0.000312204,0.000288773,0.00025003,0.000201615,0.000151414,0.000106329,7.03E-05,4.41E-05,b/E/nt,_/_/b/E/n/t/_/,_/_/b/e/n/t/_/_/
berm,248,0.551111111,0.05,15.74801575,3.98E-05,0.000178102,0.000149367,0.000117192,8.51E-05,5.68E-05,3.48E-05,1.95E-05,1.01E-05,4.90E-06,2.22E-06,9.50E-07,b/@/rm,_/_/b/^/r/m/_/,_/_/b/e/r/m/_/_/
berth,1515,3.366666667,0.134853322,38.92300091,9.84E-05,0.000236562,0.000219283,0.000193702,0.000160976,0.000124634,8.94E-05,5.94E-05,3.66E-05,2.10E-05,1.14E-05,5.82E-06,b/@/r/T/,_/_/b/^/r/T/_/,_/_/b/e/r/t/h/_/
best,192300,427.3333333,0.55440835,438.520239,0.001108889,0.000393028,0.000482462,0.000605522,0.000754332,0.000906897,0.001031465,0.001098196,0.001091526,0.001015494,0.000889624,0.000739433,b/E/st,_/_/b/E/s/t/_/,_/_/b/e/s/t/_/_/
bet,16265,36.14444444,0.33071216,127.5343091,0.000322497,0.000313237,0.000332427,0.000346772,0.000349004,0.000333235,0.000298308,0.000248911,0.000193519,0.000140714,9.63E-05,6.25E-05,b/E/t,_/_/b/E/t/_/_/,_/_/b/e/t/_/_/_/
bey,43,0.095555556,0.05,6.557438524,1.66E-05,0.000121499,9.27E-05,6.53E-05,4.21E-05,2.46E-05,1.31E-05,6.35E-06,2.82E-06,1.16E-06,4.45E-07,1.61E-07,b/eI/,_/_/b/e/_/_/_/,_/_/b/e/y/_/_/_/
bib,348,0.773333333,0.052409914,18.65475811,4.72E-05,0.000189045,0.000161511,0.00012949,9.64E-05,6.61E-05,4.16E-05,2.41E-05,1.29E-05,6.44E-06,3.01E-06,1.33E-06,b/I/b,_/_/b/I/b/_/_/,_/_/b/i/b/_/_/_/
bid,9295,20.65555556,0.281349604,96.41058033,0.000243794,0.000295162,0.000303287,0.000303892,0.000291962,0.000264998,0.000224933,0.000177715,0.000130733,8.99E-05,5.82E-05,3.57E-05,b/I/d,_/_/b/I/d/_/_/,_/_/b/i/d/_/_/_/
bide,176,0.391111111,0.05,13.26649916,3.35E-05,0.000167023,0.000137485,0.000105562,7.48E-05,4.86E-05,2.89E-05,1.58E-05,7.93E-06,3.71E-06,1.62E-06,6.73E-07,b/aI/d,_/_/b/Y/d/_/_/,_/_/b/i/d/e/_/_/
bier,144,0.32,0.05,12,3.03E-05,0.000160541,0.00013072,9.91E-05,6.93E-05,4.43E-05,2.59E-05,1.39E-05,6.86E-06,3.15E-06,1.35E-06,5.50E-07,b/i/r,_/_/b/i/r/_/_/,_/_/b/i/e/r/_/_/
biff,37,0.082222222,0.05,6.08276253,1.54E-05,0.000116644,8.83E-05,6.17E-05,3.93E-05,2.28E-05,1.20E-05,5.74E-06,2.52E-06,1.02E-06,3.87E-07,1.38E-07,b/I/f,_/_/b/I/f/_/_/,_/_/b/i/f/f/_/_/
big,208010,462.2444444,0.561576725,456.0811331,0.001153295,0.000395564,0.000487866,0.000616029,0.000772794,0.000936061,0.001072865,0.001151215,0.00115322,0.001081342,0.000954775,0.000799841,b/I/g,_/_/b/I/g/_/_/,_/_/b/i/g/_/_/_/
bight,59,0.131111111,0.05,7.681145748,1.94E-05,0.000131718,0.000102228,7.34E-05,4.83E-05,2.89E-05,1.58E-05,7.83E-06,3.57E-06,1.51E-06,5.97E-07,2.23E-07,b/aI/t,_/_/b/Y/t/_/_/,_/_/b/i/g/h/t/_/
bike,15667,34.81555556,0.327379078,125.1678873,0.000316513,0.000312027,0.000330425,0.000343749,0.000344879,0.000328174,0.000292729,0.000243363,0.000188505,0.000136558,9.31E-05,6.02E-05,b/aI/k,_/_/b/Y/k/_/_/,_/_/b/i/k/e/_/_/
bile,693,1.54,0.085281837,26.32489316,6.66E-05,0.000211297,0.000187508,0.000157219,0.000123099,8.93E-05,5.97E-05,3.68E-05,2.11E-05,1.12E-05,5.61E-06,2.66E-06,b/aI/l,_/_/b/Y/l/_/_/,_/_/b/i/l/e/_/_/
bilge,235,0.522222222,0.05,15.32970972,3.88E-05,0.000176362,0.000147474,0.000115313,8.34E-05,5.54E-05,3.38E-05,1.89E-05,9.76E-06,4.69E-06,2.11E-06,9.00E-07,b/I/l/dZ/,_/_/b/I/l/J/_/,_/_/b/i/l/g/e/_/
bilk,38,0.084444444,0.05,6.164414003,1.56E-05,0.000117506,8.91E-05,6.23E-05,3.98E-05,2.31E-05,1.22E-05,5.84E-06,2.57E-06,1.04E-06,3.97E-07,1.42E-07,b/I/lk,_/_/b/I/l/k/_/,_/_/b/i/l/k/_/_/
bill,47367,105.26,0.426872894,217.6396104,0.000550347,0.000347767,0.000392837,0.000443307,0.000488556,0.000514775,0.000510733,0.000473359,0.000409201,0.000330995,0.000252077,0.000182133,b/I/l,_/_/b/I/l/_/_/,_/_/b/i/l/l/_/_/
bind,2366,5.257777778,0.167773013,48.64154603,0.000123,0.000250963,0.000238536,0.000217196,0.000186891,0.000150336,0.000112316,7.78E-05,5.00E-05,3.01E-05,1.70E-05,9.09E-06,b/aI/nd,_/_/b/Y/n/d/_/,_/_/b/i/n/d/_/_/
binge,1320,2.933333333,0.125291663,36.33180425,9.19E-05,0.000232111,0.000213503,0.000186854,0.000153643,0.000117574,8.33E-05,5.46E-05,3.32E-05,1.88E-05,1.00E-05,5.07E-06,b/I/n/dZ/,_/_/b/I/n/J/_/,_/_/b/i/n/g/e/_/
birch,1132,2.515555556,0.115018504,33.64520768,8.51E-05,0.000227148,0.000207152,0.000179437,0.000145815,0.000110146,7.70E-05,4.97E-05,2.98E-05,1.66E-05,8.74E-06,4.35E-06,b/@/r/tS/,_/_/b/^/r/C/_/,_/_/b/i/r/c/h/_/
bird,18404,40.89777778,0.341729016,135.6613431,0.000343048,0.000317228,0.000339084,0.000356904,0.000362943,0.000350473,0.000317468,0.000268122,0.00021102,0.000155339,0.000107644,7.08E-05,b/@/rd,_/_/b/^/r/d/_/,_/_/b/i/r/d/_/_/
birth,26011,57.80222222,0.37273859,161.2792609,0.000407828,0.000328404,0.000358168,0.000386645,0.000404836,0.000403532,0.000377862,0.000330145,0.000268901,0.000204889,0.00014697,0.000100014,b/@/r/T/,_/_/b/^/r/T/_/,_/_/b/i/r/t/h/_/
bis,420,0.933333333,0.060313071,20.49390153,5.18E-05,0.00019512,0.000168431,0.000136685,0.00010312,7.18E-05,4.60E-05,2.71E-05,1.48E-05,7.49E-06,3.57E-06,1.61E-06,b/I/s,_/_/b/I/s/_/_/,_/_/b/i/s/_/_/_/
bisque,241,0.535555556,0.05,15.5241747,3.93E-05,0.000177177,0.000148359,0.00011619,8.42E-05,5.61E-05,3.42E-05,1.92E-05,9.94E-06,4.78E-06,2.16E-06,9.23E-07,b/I/sk,_/_/b/I/s/k/_/,_/_/b/i/s/q/u/e/
bit,83091,184.6466667,0.477919206,288.2550954,0.000728913,0.000365921,0.000427286,0.000502972,0.000581976,0.000646312,0.000677211,0.000663487,0.00060655,0.000518934,0.000418037,0.0003195,b/I/t,_/_/b/I/t/_/_/,_/_/b/i/t/_/_/_/
bitch,4786,10.63555556,0.224517574,69.18092223,0.000174938,0.00027372,0.000270768,0.000258871,0.000235611,0.000201563,0.000160738,0.000119089,8.21E-05,5.28E-05,3.20E-05,1.84E-05,b/I/tS/,_/_/b/I/C/_/_/,_/_/b/i/t/c/h/_/
bite,9349,20.77555556,0.281855168,96.69022701,0.000244501,0.000295349,0.000303581,0.000304312,0.000292505,0.000265629,0.000225592,0.000178337,0.000131265,9.03E-05,5.85E-05,3.59E-05,b/aI/t,_/_/b/Y/t/_/_/,_/_/b/i/t/e/_/_/
biz,662,1.471111111,0.082766265,25.72936066,6.51E-05,0.000209818,0.000185725,0.000155256,0.000121146,8.75E-05,5.83E-05,3.58E-05,2.04E-05,1.08E-05,5.38E-06,2.54E-06,b/I/z,_/_/b/I/z/_/_/,_/_/b/i/z/_/_/_/
blab,72,0.16,0.05,8.485281374,2.15E-05,0.00013815,0.000108368,7.87E-05,5.25E-05,3.19E-05,1.76E-05,8.92E-06,4.14E-06,1.78E-06,7.18E-07,2.73E-07,bl/&/b,_/b/l/@/b/_/_/,_/b/l/a/b/_/_/_/
black,171771,381.7133333,0.544105384,414.4526511,0.001048029,0.000389381,0.000474766,0.000590703,0.000728542,0.000866544,0.000974725,0.001026223,0.00100857,0.000927794,0.000803672,0.000660494,bl/&/k,_/b/l/@/k/_/_/,_/b/l/a/c/k/_/_/
blade,8198,18.21777778,0.270423534,90.54280756,0.000228956,0.000291105,0.000296968,0.000294909,0.000280422,0.00025167,0.000211099,0.000164762,0.000119712,8.13E-05,5.20E-05,3.15E-05,bl/eI/d,_/b/l/e/d/_/_/,_/b/l/a/d/e/_/_/
blah,1576,3.502222222,0.137650217,39.69886648,0.000100387,0.000237837,0.000220953,0.000195698,0.000163134,0.00012673,9.12E-05,6.08E-05,3.76E-05,2.17E-05,1.18E-05,6.06E-06,bl/A/,_/b/l/a/_/_/_/,_/b/l/a/h/_/_/_/
blame,17718,39.37333333,0.33833817,133.1089779,0.000336594,0.000316001,0.000337029,0.000353762,0.000358602,0.000345082,0.00031145,0.000262063,0.000205477,0.000150688,0.000104026,6.81E-05,bl/eI/m,_/b/l/e/m/_/_/,_/b/l/a/m/e/_/_/
blamed,5887,13.08222222,0.241977843,76.72678802,0.00019402,0.000280408,0.000280681,0.000272278,0.000252,0.000219575,0.000178528,0.00013494,9.49E-05,6.24E-05,3.86E-05,2.26E-05,bl/eI/md,_/b/l/e/m/d/_/,_/b/l/a/m/e/d/_/
blanch,282,0.626666667,0.05,16.79285562,4.25E-05,0.000182252,0.000153924,0.000121758,8.92E-05,6.02E-05,3.72E-05,2.12E-05,1.11E-05,5.43E-06,2.49E-06,1.08E-06,bl/&/n/tS/,_/b/l/@/n/C/_/,_/b/l/a/n/c/h/_/
bland,1634,3.631111111,0.140232531,40.42276586,0.000102217,0.000239005,0.000222488,0.000197541,0.000165131,0.000128678,9.29E-05,6.21E-05,3.86E-05,2.23E-05,1.22E-05,6.28E-06,bl/&/nd,_/b/l/@/n/d/_/,_/b/l/a/n/d/_/_/
